,empresa,indicador,valor,na,nd,criterio,peso_especifica,peso_geral,criterio_desempate,sub_indicador,calculado,direcao_indicador
912,EDP SP,FEC INTERNO,4.62,0.0,0.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
913,ELEKTRO,FEC INTERNO,4.27,0.0,0.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
914,ENEL CE,FEC INTERNO,6.14,0.0,0.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
915,ENEL GO,FEC INTERNO,8.99,0.0,0.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
916,ENEL RJ,FEC INTERNO,6.2,0.0,0.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
917,ENEL SP,FEC INTERNO,3.65,0.0,0.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
918,ENERGISA MS,FEC INTERNO,4.28,0.0,0.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
919,ENERGISA MT,FEC INTERNO,7.51,0.0,0.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
920,ENERGISA PB,FEC INTERNO,4.92,0.0,0.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
921,ENERGISA RO,FEC INTERNO,15.14,0.0,0.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
922,ENERGISA SE,FEC INTERNO,4.99,0.0,0.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
923,ENERGISA SS,FEC INTERNO,3.9,0.0,0.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
924,ENERGISA TO,FEC INTERNO,7.77,0.0,0.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
925,EQTL ALAGOAS,FEC INTERNO,,0.0,1.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
926,EQTL MARANHÃO,FEC INTERNO,,0.0,1.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
927,EQTL PARÁ,FEC INTERNO,,0.0,1.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
928,EQTL PIAUÍ,FEC INTERNO,,0.0,1.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
929,LIGHT,FEC INTERNO,4.36,0.0,0.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
930,NEOENERGIA BRASÍLIA,FEC INTERNO,,0.0,1.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
931,RGE,FEC INTERNO,4.85,0.0,0.0,Gestão Operacional,30,30.0,0,1,1,menor melhor
870,AMAZONAS ENERGIA,FEC INTERNO ANTERIOR,,0.0,1.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
871,CEEE,FEC INTERNO ANTERIOR,9.52,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
872,CELESC,FEC INTERNO ANTERIOR,7.47,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
873,CELPE,FEC INTERNO ANTERIOR,5.35,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
874,CEMIG,FEC INTERNO ANTERIOR,4.85,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
875,COELBA,FEC INTERNO ANTERIOR,5.39,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
876,COPEL,FEC INTERNO ANTERIOR,6.01,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
877,COSERN,FEC INTERNO ANTERIOR,4.71,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
878,CPFL PAULISTA,FEC INTERNO ANTERIOR,4.34,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
879,CPFL PIRATININGA,FEC INTERNO ANTERIOR,4.33,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
880,EDP ES,FEC INTERNO ANTERIOR,4.58,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
881,EDP SP,FEC INTERNO ANTERIOR,4.52,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
882,ELEKTRO,FEC INTERNO ANTERIOR,4.13,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
883,ENEL CE,FEC INTERNO ANTERIOR,5.48,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
884,ENEL GO,FEC INTERNO ANTERIOR,10.43,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
885,ENEL RJ,FEC INTERNO ANTERIOR,7.95,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
886,ENEL SP,FEC INTERNO ANTERIOR,3.48,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
887,ENERGISA MS,FEC INTERNO ANTERIOR,4.44,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
888,ENERGISA MT,FEC INTERNO ANTERIOR,8.17,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
889,ENERGISA PB,FEC INTERNO ANTERIOR,5.04,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
890,ENERGISA RO,FEC INTERNO ANTERIOR,21.0,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
891,ENERGISA SE,FEC INTERNO ANTERIOR,4.79,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
892,ENERGISA SS,FEC INTERNO ANTERIOR,4.21,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
893,ENERGISA TO,FEC INTERNO ANTERIOR,7.68,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
894,EQTL ALAGOAS,FEC INTERNO ANTERIOR,,0.0,1.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
895,EQTL MARANHÃO,FEC INTERNO ANTERIOR,,0.0,1.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
896,EQTL PARÁ,FEC INTERNO ANTERIOR,,0.0,1.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
897,EQTL PIAUÍ,FEC INTERNO ANTERIOR,,0.0,1.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
898,LIGHT,FEC INTERNO ANTERIOR,4.31,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
899,NEOENERGIA BRASÍLIA,FEC INTERNO ANTERIOR,,0.0,1.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
900,RGE,FEC INTERNO ANTERIOR,5.89,0.0,0.0,Gestão Operacional,0,0.0,0,1,0,menor melhor
405,AMAZONAS ENERGIA,FER,,0.0,1.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
406,CEEE,FER,5.19,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
407,CELESC,FER,7.54,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
408,CELPE,FER,5.12,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
409,CEMIG,FER,12.04,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
410,COELBA,FER,5.23,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
411,COPEL,FER,5.56,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
412,COSERN,FER,5.21,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
413,CPFL PAULISTA,FER,3.3,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
414,CPFL PIRATININGA,FER,3.79,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
415,EDP ES,FER,6.18,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
416,EDP SP,FER,6.55,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
417,ELEKTRO,FER,6.33,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
418,ENEL CE,FER,49.8,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
419,ENEL GO,FER,14.41,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
420,ENEL RJ,FER,11.13,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
421,ENEL SP,FER,20.06,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
422,ENERGISA MS,FER,12.1,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
423,ENERGISA MT,FER,11.36,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
424,ENERGISA PB,FER,8.9,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
425,ENERGISA RO,FER,35.73,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
426,ENERGISA SE,FER,5.35,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
427,ENERGISA SS,FER,3.69,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
428,ENERGISA TO,FER,6.01,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
429,EQTL ALAGOAS,FER,,0.0,1.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
430,EQTL MARANHÃO,FER,,0.0,1.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
431,EQTL PARÁ,FER,,0.0,1.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
432,EQTL PIAUÍ,FER,,0.0,1.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
433,LIGHT,FER,16.7,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
434,NEOENERGIA BRASÍLIA,FER,,0.0,1.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
435,RGE,FER,3.04,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,menor melhor
62,AMAZONAS ENERGIA,IAC,,0.0,1.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
63,CEEE,IAC,69.12,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
64,CELESC,IAC,80.48,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
65,CELPE,IAC,65.92,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
66,CEMIG,IAC,73.12,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
67,COELBA,IAC,66.08,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
68,COPEL,IAC,83.84,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
69,COSERN,IAC,75.84,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
70,CPFL PAULISTA,IAC,78.24,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
71,CPFL PIRATININGA,IAC,76.8,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
72,EDP ES,IAC,76.48,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
73,EDP SP,IAC,78.88,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
74,ELEKTRO,IAC,76.0,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
75,ENEL CE,IAC,52.64,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
76,ENEL GO,IAC,47.36,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
77,ENEL RJ,IAC,59.68,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
78,ENEL SP,IAC,54.56,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
79,ENERGISA MS,IAC,66.72,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
80,ENERGISA MT,IAC,61.28,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
81,ENERGISA PB,IAC,80.64,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
82,ENERGISA RO,IAC,57.76,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
83,ENERGISA SE,IAC,77.12,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
84,ENERGISA SS,IAC,79.84,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
85,ENERGISA TO,IAC,70.56,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
86,EQTL ALAGOAS,IAC,,0.0,1.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
87,EQTL MARANHÃO,IAC,,0.0,1.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
88,EQTL PARÁ,IAC,,0.0,1.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
89,EQTL PIAUÍ,IAC,,0.0,1.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
90,LIGHT,IAC,52.16,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
91,NEOENERGIA BRASÍLIA,IAC,,0.0,1.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
92,RGE,IAC,76.16,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
343,AMAZONAS ENERGIA,INADIMPLENCIA,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
344,CEEE,INADIMPLENCIA,3.9023001,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
345,CELESC,INADIMPLENCIA,2.2758744,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
346,CELPE,INADIMPLENCIA,3.661967,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
347,CEMIG,INADIMPLENCIA,2.7334952,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
348,COELBA,INADIMPLENCIA,3.5688384,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
349,COPEL,INADIMPLENCIA,2.1804702,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
350,COSERN,INADIMPLENCIA,3.5699673,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
351,CPFL PAULISTA,INADIMPLENCIA,2.9297433,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
352,CPFL PIRATININGA,INADIMPLENCIA,2.362107,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
353,EDP ES,INADIMPLENCIA,3.4792767,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
354,EDP SP,INADIMPLENCIA,3.3322442,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
355,ELEKTRO,INADIMPLENCIA,2.5190327,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
356,ENEL CE,INADIMPLENCIA,5.481491,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
357,ENEL GO,INADIMPLENCIA,4.2647557,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
358,ENEL RJ,INADIMPLENCIA,5.057308,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
359,ENEL SP,INADIMPLENCIA,2.674274,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
360,ENERGISA MS,INADIMPLENCIA,3.1179,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
361,ENERGISA MT,INADIMPLENCIA,3.581431,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
362,ENERGISA PB,INADIMPLENCIA,3.0460649,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
363,ENERGISA RO,INADIMPLENCIA,4.96999,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
364,ENERGISA SE,INADIMPLENCIA,2.375741,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
365,ENERGISA SS,INADIMPLENCIA,1.907969,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
366,ENERGISA TO,INADIMPLENCIA,3.6986942,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
367,EQTL ALAGOAS,INADIMPLENCIA,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
368,EQTL MARANHÃO,INADIMPLENCIA,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
369,EQTL PARÁ,INADIMPLENCIA,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
370,EQTL PIAUÍ,INADIMPLENCIA,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
371,LIGHT,INADIMPLENCIA,3.1015007,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
372,NEOENERGIA BRASÍLIA,INADIMPLENCIA,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
373,RGE,INADIMPLENCIA,2.0400121,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
374,AMAZONAS ENERGIA,INS,,0.0,1.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
375,CEEE,INS,77.75,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
376,CELESC,INS,83.87,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
377,CELPE,INS,83.97,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
378,CEMIG,INS,74.18,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
379,COELBA,INS,83.17,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
380,COPEL,INS,92.56,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
381,COSERN,INS,85.03,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
382,CPFL PAULISTA,INS,81.87,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
383,CPFL PIRATININGA,INS,82.54,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
384,EDP ES,INS,92.32,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
385,EDP SP,INS,94.04,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
386,ELEKTRO,INS,79.14,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
387,ENEL CE,INS,86.1,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
388,ENEL GO,INS,89.82,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
389,ENEL RJ,INS,88.35,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
390,ENEL SP,INS,87.23,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
391,ENERGISA MS,INS,85.39,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
392,ENERGISA MT,INS,85.33,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
393,ENERGISA PB,INS,88.82,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
394,ENERGISA RO,INS,88.42,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
395,ENERGISA SE,INS,88.82,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
396,ENERGISA SS,INS,88.66,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
397,ENERGISA TO,INS,86.83,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
398,EQTL ALAGOAS,INS,,0.0,1.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
399,EQTL MARANHÃO,INS,,0.0,1.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
400,EQTL PARÁ,INS,,0.0,1.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
401,EQTL PIAUÍ,INS,,0.0,1.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
402,LIGHT,INS,88.68,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
403,NEOENERGIA BRASÍLIA,INS,,0.0,1.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
404,RGE,INS,83.39,0.0,0.0,Gestão Operacional,5,1.25,0,0,0,maior melhor
31,AMAZONAS ENERGIA,ISG,,0.0,1.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
32,CEEE,ISG,66.45265,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
33,CELESC,ISG,77.52809,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
34,CELPE,ISG,55.68001,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
35,CEMIG,ISG,69.23077,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
36,COELBA,ISG,67.41573,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
37,COPEL,ISG,83.01282,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
38,COSERN,ISG,71.84,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
39,CPFL PAULISTA,ISG,71.107544,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
40,CPFL PIRATININGA,ISG,72.16,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
41,EDP ES,ISG,74.67949,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
42,EDP SP,ISG,69.71154,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
43,ELEKTRO,ISG,71.47436,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
44,ENEL CE,ISG,54.4,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
45,ENEL GO,ISG,55.68,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
46,ENEL RJ,ISG,57.76,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
47,ENEL SP,ISG,48.48,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
48,ENERGISA MS,ISG,62.820515,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
49,ENERGISA MT,ISG,61.28,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
50,ENERGISA PB,ISG,78.88,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
51,ENERGISA RO,ISG,53.46216,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
52,ENERGISA SE,ISG,71.84001,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
53,ENERGISA SS,ISG,76.76282,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
54,ENERGISA TO,ISG,67.84,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
55,EQTL ALAGOAS,ISG,,0.0,1.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
56,EQTL MARANHÃO,ISG,,0.0,1.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
57,EQTL PARÁ,ISG,,0.0,1.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
58,EQTL PIAUÍ,ISG,,0.0,1.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
59,LIGHT,ISG,46.4,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
60,NEOENERGIA BRASÍLIA,ISG,,0.0,1.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
61,RGE,ISG,73.6,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
0,AMAZONAS ENERGIA,ISQP,,0.0,1.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
1,CEEE,ISQP,64.80208,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
2,CELESC,ISQP,76.74152,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
3,CELPE,ISQP,64.53443,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
4,CEMIG,ISQP,69.811005,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
5,COELBA,ISQP,63.25433,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
6,COPEL,ISQP,78.74136,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
7,COSERN,ISQP,71.065796,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
8,CPFL PAULISTA,ISQP,72.62755,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
9,CPFL PIRATININGA,ISQP,70.93396,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
10,EDP ES,ISQP,72.555275,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
11,EDP SP,ISQP,69.46574,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
12,ELEKTRO,ISQP,69.98394,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
13,ENEL CE,ISQP,59.82362,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
14,ENEL GO,ISQP,59.93404,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
15,ENEL RJ,ISQP,63.61936,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
16,ENEL SP,ISQP,56.35586,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
17,ENERGISA MS,ISQP,67.62651,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
18,ENERGISA MT,ISQP,64.32484,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
19,ENERGISA PB,ISQP,77.66458,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
20,ENERGISA RO,ISQP,61.035606,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
21,ENERGISA SE,ISQP,67.21694,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
22,ENERGISA SS,ISQP,75.739716,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
23,ENERGISA TO,ISQP,70.27913,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
24,EQTL ALAGOAS,ISQP,,0.0,1.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
25,EQTL MARANHÃO,ISQP,,0.0,1.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
26,EQTL PARÁ,ISQP,,0.0,1.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
27,EQTL PIAUÍ,ISQP,,0.0,1.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
28,LIGHT,ISQP,56.35586,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
29,NEOENERGIA BRASÍLIA,ISQP,,0.0,1.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
30,RGE,ISQP,68.83299,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
498,AMAZONAS ENERGIA,MEDIA IDAT RS 3 ANOS,,0.0,1.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
499,CEEE,MEDIA IDAT RS 3 ANOS,64.22432,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
500,CELESC,MEDIA IDAT RS 3 ANOS,74.27991,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
501,CELPE,MEDIA IDAT RS 3 ANOS,61.15667,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
