,iter,move,improve,obj,return,n_assets,X,Z,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,n_port,k_min,k_max,move_strategy,neighbour_strategy,seed,selection_strategy
239,239,iDR,True,0.05586474649432205,0.002791938016903653,12,"[0.02134666 0.01415524 0.04819904 0.0152241  0.01637165 0.01930157
 0.01869998 0.01790908 0.02427731 0.01799234 0.77633644 0.0101866 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,88,0.009654,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
240,240,iDR,True,0.055741108521165206,0.002791364041862543,12,"[0.02135715 0.01416219 0.04822272 0.01523158 0.01588831 0.01931105
 0.01870917 0.01791788 0.02428924 0.01800118 0.77671792 0.01019161]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,96,0.00848,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
241,241,iDR,True,0.05561912718110427,0.002790475675752686,12,"[0.02072971 0.01417127 0.04825364 0.01524135 0.01589849 0.01932343
 0.01872117 0.01792936 0.02430481 0.01801273 0.77721589 0.01019814]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,96,0.010433,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
242,242,iDR,True,0.055497207173845785,0.0027918853150855735,12,"[0.02074136 0.01417924 0.04828075 0.01524991 0.01590743 0.01933429
 0.01816974 0.01793944 0.02431847 0.01802285 0.77765265 0.01020387]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.008749,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
243,243,iDR,True,0.055375241807666384,0.0027919355639901885,12,"[0.02075258 0.01418691 0.04830687 0.01525816 0.01591603 0.01934475
 0.01817956 0.01794915 0.02433162 0.01749162 0.77807334 0.01020939]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.009132,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
244,244,iDR,True,0.05525401257197148,0.0027924086014623774,12,"[0.02076209 0.01419341 0.048329   0.01480719 0.01592332 0.01935361
 0.01818789 0.01795737 0.02434276 0.01749963 0.77842967 0.01021407]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.008816,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
245,245,iDR,True,0.05513326800252216,0.0027918505769136672,12,"[0.02077201 0.01420019 0.04835209 0.01481427 0.015453   0.01936286
 0.01819658 0.01796595 0.0243544  0.01750799 0.7788017  0.01021895]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.008776,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
246,246,iDR,True,0.05501258535370796,0.002780122954976376,12,"[0.02080219 0.01422082 0.04696966 0.01483579 0.01547545 0.01939099
 0.01822302 0.01799205 0.02438978 0.01753343 0.77993304 0.01023379]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,96,0.008918,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
247,247,iDR,True,0.054893142568102134,0.002779250667753684,12,"[0.02019072 0.0142297  0.04699899 0.01484506 0.01548512 0.0194031
 0.0182344  0.01800328 0.02440501 0.01754438 0.78042007 0.01024018]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,87,0.008576,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
248,248,iDR,True,0.053703097939188066,0.0027691561796261677,12,"[0.01972882 0.01390416 0.0459238  0.01450545 0.01513086 0.01895921
 0.01781725 0.01759142 0.02384669 0.01714301 0.7854434  0.01000592]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,97,0.008847,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
249,249,iDR,True,0.05358515229670124,0.002770486318915092,12,"[0.01973937 0.0139116  0.04594836 0.0145132  0.01513895 0.01896935
 0.01729197 0.01760083 0.02385945 0.01715218 0.78586346 0.01001127]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,84,0.00854,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
250,250,iDR,True,0.05346694826448597,0.002759313028655727,12,"[0.01976662 0.0139308  0.04463143 0.01453324 0.01515985 0.01899554
 0.01731584 0.01762512 0.02389238 0.01717586 0.78694823 0.01002509]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.008856,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
251,251,iDR,True,0.05334924500085023,0.002759344122516678,12,"[0.01977681 0.01393799 0.04465444 0.01454073 0.01516767 0.01900533
 0.01732477 0.01763421 0.0239047  0.01666917 0.78735393 0.01003026]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.008815,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
252,252,iDR,True,0.05323225043014372,0.002759780684951069,12,"[0.01978544 0.01394407 0.04467393 0.01411066 0.01517429 0.01901362
 0.01733233 0.01764191 0.02391513 0.01667645 0.78769754 0.01003464]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.009422,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
253,253,iDR,True,0.053115630973398456,0.0027592340619667687,12,"[0.01979445 0.01395042 0.04469427 0.01411709 0.01472576 0.01902228
 0.01734022 0.01764994 0.02392602 0.01668404 0.78805629 0.01003921]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.009083,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
254,254,iDR,True,0.05299930689233257,0.00274835103024112,12,"[0.01982102 0.01396915 0.04341165 0.01413604 0.01474553 0.01904782
 0.0173635  0.01767364 0.02395815 0.01670644 0.78911436 0.01005269]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.008854,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
255,255,iDR,True,0.05288360037726989,0.002749636434757346,12,"[0.01983135 0.01397643 0.04343428 0.01414341 0.01475322 0.01905775
 0.01685138 0.01768285 0.02397063 0.01671515 0.78952563 0.01005792]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.00887,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
256,256,iDR,True,0.05276820169143074,0.0027487867326381546,12,"[0.01924787 0.01398475 0.04346013 0.01415183 0.014762   0.0190691
 0.01686141 0.01769338 0.0239849  0.0167251  0.78999563 0.01006391]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.008879,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
257,257,iDR,True,0.05265303636668247,0.00274881172581849,12,"[0.01925753 0.01399177 0.04348195 0.01415893 0.01476941 0.01907867
 0.01686987 0.01770226 0.02399694 0.01623149 0.79039221 0.01006896]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.011698,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
258,258,iDR,True,0.05253859483776335,0.0027492323448683373,12,"[0.01926571 0.01399772 0.04350043 0.01374    0.01477569 0.01908678
 0.01687704 0.01770978 0.02400714 0.01623839 0.79072808 0.01007324]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.00943,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
259,259,iDR,True,0.05242397611124727,0.0027386273240814483,12,"[0.01929089 0.01401601 0.04225055 0.01375796 0.01479499 0.01911172
 0.0168991  0.01773292 0.02403851 0.01625961 0.79176134 0.01008641]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.009257,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
260,260,iDR,True,0.0523096017454114,0.0027380849772975116,12,"[0.01929945 0.01402223 0.04226931 0.01376407 0.01435752 0.0191202
 0.0169066  0.0177408  0.02404919 0.01626683 0.79211292 0.01009088]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.009131,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
261,261,iDR,True,0.05219625370491177,0.002739331330839727,12,"[0.01930925 0.01402935 0.04229076 0.01377105 0.0143648  0.01912991
 0.01640772 0.0177498  0.02406139 0.01627508 0.79251488 0.01009601]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,87,0.009308,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
262,262,iDR,True,0.05208333693925952,0.002738498039194668,12,"[0.01874082 0.01403748 0.04231528 0.01377903 0.01437313 0.01914099
 0.01641723 0.01776009 0.02407534 0.01628451 0.79297424 0.01010186]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,96,0.011058,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
263,263,iDR,True,0.05197067914089137,0.002738517344817394,12,"[0.01874998 0.01404434 0.04233596 0.01378577 0.01438015 0.01915035
 0.01642526 0.01776877 0.0240871  0.0158037  0.79336182 0.01010679]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.011175,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
264,264,iDR,True,0.05185778776795196,0.0027281829462223305,12,"[0.01877383 0.0140622  0.0411181  0.0138033  0.01439844 0.0191747
 0.01644615 0.01779136 0.02411774 0.0158238  0.79437073 0.01011965]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.00965,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
265,265,iDR,True,0.05174547927209925,0.0027263251511096646,12,"[0.01878742 0.01407238 0.04114788 0.01381329 0.01440887 0.01918859
 0.01645805 0.01780425 0.02341114 0.01583525 0.7949459  0.01012697]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.010009,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
266,266,iDR,True,0.05163316897855681,0.0027267261756762605,12,"[0.01879521 0.01407822 0.04116493 0.01340445 0.01441484 0.01919654
 0.01646488 0.01781163 0.02342085 0.01584182 0.79527546 0.01013117]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.009182,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
267,267,iDR,True,0.051520973692055806,0.002728216143788256,12,"[0.01880604 0.01408633 0.04118865 0.01341217 0.01442315 0.01863138
 0.01647436 0.01782189 0.02343434 0.01585095 0.79573372 0.01013701]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.008994,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
268,268,iDR,True,0.05140882525740309,0.0027276829270971143,12,"[0.01881418 0.01409243 0.04120648 0.01341798 0.01399651 0.01863944
 0.0164815  0.01782961 0.02344449 0.01585781 0.79607818 0.0101414 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.008886,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
269,269,iDR,True,0.05129747485288316,0.0027288927807285644,12,"[0.01882349 0.0140994  0.04122687 0.01342462 0.01400343 0.01864866
 0.01599496 0.01783843 0.02345609 0.01586565 0.79647199 0.01014642]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.008914,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
270,270,iDR,True,0.051186167561896194,0.0027188175329067883,12,"[0.0188468  0.01411686 0.04003958 0.01344124 0.01402077 0.01867175
 0.01601477 0.01786052 0.02348513 0.0158853  0.7974583  0.01015898]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.009867,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
271,271,iDR,True,0.05107531008950217,0.002717992604327105,12,"[0.01829174 0.01412484 0.04006224 0.01344885 0.01402871 0.01868232
 0.01602383 0.01787062 0.02349842 0.01589429 0.79790944 0.01016473]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.009932,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
272,272,iDR,True,0.0509646459005115,0.0027180016648647963,12,"[0.01830046 0.01413158 0.04008135 0.01345526 0.0140354  0.01869123
 0.01603147 0.01787914 0.02350963 0.01542481 0.79829008 0.01016958]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.010653,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
273,273,iDR,True,0.05085450433704335,0.0027161835596539764,12,"[0.01831338 0.01414155 0.04010964 0.01346476 0.0140453  0.01870442
 0.01604279 0.01789176 0.02282043 0.0154357  0.79885351 0.01017675]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,98,0.01211,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
274,274,iDR,True,0.0507444201504239,0.0027176293905936608,12,"[0.01832366 0.01414949 0.04013216 0.01347232 0.01405319 0.01815348
 0.01605179 0.01790181 0.02283325 0.01544437 0.79930202 0.01018247]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.012698,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
275,275,iDR,True,0.050634203780913795,0.0027180169960338246,12,"[0.01833107 0.01415522 0.04014838 0.01307343 0.01405887 0.01816082
 0.01605828 0.01790905 0.02284248 0.01545061 0.79962521 0.01018659]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.010254,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
276,276,iDR,True,0.05052426657512488,0.002717492948625656,12,"[0.01833881 0.01416119 0.04016532 0.01307895 0.01364286 0.01816848
 0.01606506 0.0179166  0.02285212 0.01545713 0.7999626  0.01019088]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,87,0.009384,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
277,277,iDR,True,0.05041445005546006,0.0027076636873187747,12,"[0.01836093 0.01417827 0.03900737 0.01309473 0.01365932 0.0181904
 0.01608444 0.01793822 0.02287969 0.01547578 0.80092769 0.01020318]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.009604,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
278,278,iDR,True,0.05030446870747409,0.0027089105247531083,12,"[0.01837082 0.01418591 0.03902837 0.01310178 0.01366667 0.01820019
 0.0160931  0.01740944 0.02289201 0.01548411 0.80135894 0.01020867]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.009909,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
279,279,iDR,True,0.05019472074770604,0.002710082786193168,12,"[0.01837969 0.01419276 0.03904722 0.01310811 0.01367327 0.01820898
 0.01561785 0.01741785 0.02290306 0.01549159 0.80174601 0.0102136 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,86,0.009316,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
280,280,iDR,True,0.05008594069309124,0.002709273495479299,12,"[0.01783813 0.01420059 0.03906876 0.01311534 0.01368082 0.01821903
 0.01562646 0.01742746 0.0229157  0.01550014 0.80218833 0.01021924]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.009216,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
281,281,iDR,True,0.049977418716285985,0.0027092782749193805,12,"[0.01784643 0.0142072  0.03908694 0.01312144 0.01368718 0.01822751
 0.01563373 0.01743557 0.02292636 0.01504213 0.80256153 0.01022399]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.009015,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
282,282,iDR,True,0.049869314091333466,0.0027106834424611126,12,"[0.0178562  0.01421497 0.03910832 0.01312862 0.01369467 0.01769035
 0.01564229 0.01744511 0.0229389  0.01505036 0.80300063 0.01022959]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.00901,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
283,283,iDR,True,0.04976102608783942,0.0027011051553737933,12,"[0.01787717 0.01423167 0.03797963 0.01314404 0.01371076 0.01771113
 0.01566066 0.0174656  0.02296585 0.01506804 0.80394386 0.0102416 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.009687,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
284,284,iDR,True,0.04864197391428065,0.0026925539122021453,12,"[0.01745616 0.01389651 0.0370852  0.01283449 0.01338786 0.01729403
 0.01529185 0.01705428 0.02242499 0.01471318 0.80856104 0.01000041]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,98,0.009702,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
285,285,iDR,True,0.0485354738421593,0.002690802611552852,12,"[0.01746791 0.01390586 0.03711017 0.01284313 0.01339688 0.01730567
 0.01530214 0.01706576 0.02176689 0.01472308 0.80910537 0.01000714]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,43,0.007875,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
286,286,iDR,True,0.048429037631811916,0.0026911617678839353,12,"[0.01747464 0.01391122 0.03712447 0.01246264 0.01340204 0.01731234
 0.01530804 0.01707234 0.02177528 0.01472876 0.80941723 0.010011  ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.009815,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
287,287,iDR,True,0.04832280169782003,0.002690651412032292,12,"[0.01748167 0.01391682 0.0371394  0.01246765 0.01300521 0.01731931
 0.0153142  0.0170792  0.02178404 0.01473468 0.8097428  0.01001502]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.009665,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
288,288,iDR,True,0.048216647345500185,0.002691829789855358,12,"[0.01749063 0.01392395 0.03715844 0.01247405 0.01301188 0.01732818
 0.01532205 0.01657532 0.0217952  0.01474224 0.8101579  0.01002016]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.009741,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
289,289,iDR,True,0.04811041195386234,0.0026929380051250573,12,"[0.01749868 0.01393035 0.03717553 0.01247978 0.01301786 0.01733615
 0.01486922 0.01658294 0.02180523 0.01474902 0.81053047 0.01002477]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,89,0.009404,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
290,290,iDR,True,0.04800449593709906,0.002683813807249388,12,"[0.01751821 0.01394591 0.03610053 0.01249372 0.01303239 0.01735551
 0.01488582 0.01660146 0.02182957 0.01476548 0.81143544 0.01003596]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.009607,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
291,291,iDR,True,0.04789949677692486,0.0026830286559419774,12,"[0.0170016  0.01395324 0.03611951 0.01250028 0.01303925 0.01736464
 0.01489365 0.01661019 0.02184105 0.01477325 0.81186211 0.01004124]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,88,0.01009,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
292,292,iDR,True,0.04779466122581962,0.0026843535881877437,12,"[0.01701046 0.01396051 0.03613833 0.0125068  0.01304604 0.01685248
 0.01490141 0.01661884 0.02185244 0.01478095 0.81228526 0.01004647]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.009941,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
293,293,iDR,True,0.047689878390480556,0.0026843470906711964,12,"[0.01701801 0.01396671 0.03615437 0.01251235 0.01305183 0.01685995
 0.01490802 0.01662622 0.02186213 0.01434388 0.81264561 0.01005093]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.009934,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
294,294,iDR,True,0.04758541568091009,0.002682634390246829,12,"[0.01702918 0.01397587 0.03617809 0.01252056 0.0130604  0.01687102
 0.01491781 0.01663713 0.02122018 0.01435329 0.81317894 0.01005752]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.011544,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
295,295,iDR,True,0.04748107142568521,0.00268298145321086,12,"[0.01703558 0.01398112 0.03619169 0.01214951 0.0130653  0.01687736
 0.01492341 0.01664338 0.02122816 0.01435869 0.8134845  0.0100613 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,94,0.009595,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
296,296,iDR,True,0.04737690299407048,0.0026824807178842435,12,"[0.01704226 0.01398661 0.03620588 0.01215427 0.01267831 0.01688397
 0.01492927 0.01664991 0.02123648 0.01436432 0.81380348 0.01006525]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,83,0.008836,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
297,297,iDR,True,0.04727257855778284,0.0026735833947503316,12,"[0.01706079 0.01400181 0.03515789 0.01216749 0.0126921  0.01690233
 0.0149455  0.01666801 0.02125957 0.01437994 0.81468838 0.01007619]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.009353,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
298,298,iDR,True,0.04716811628909833,0.0026746561779516643,12,"[0.01706844 0.01400809 0.03517366 0.01217294 0.01269779 0.01690991
 0.01450364 0.01667549 0.02126911 0.01438639 0.81505382 0.01008071]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,91,0.009158,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
299,299,iDR,True,0.04706367330792493,0.002675798681639615,12,"[0.01707699 0.01401511 0.03519127 0.01217904 0.01270415 0.01691838
 0.0145109  0.01618332 0.02127975 0.01439359 0.81546176 0.01008576]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.009548,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
300,300,iDR,True,0.04696072398535161,0.0026750292076492405,12,"[0.01657317 0.01402229 0.0352093  0.01218528 0.01271066 0.01692705
 0.01451833 0.01619161 0.02129066 0.01440096 0.81587975 0.01009093]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.01081,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
301,301,iDR,True,0.0468577352441992,0.002676316670642822,12,"[0.01658159 0.01402941 0.03522719 0.01219147 0.01271712 0.01642758
 0.01452571 0.01619984 0.02130148 0.01440828 0.81629427 0.01009605]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.00905,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
302,302,iDR,True,0.04675506270256346,0.00267630686156896,12,"[0.01658876 0.01403548 0.03524243 0.01219674 0.01272262 0.01643468
 0.01453199 0.01620685 0.02131069 0.01398208 0.81664727 0.01010042]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.009348,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
303,303,iDR,True,0.04665235843556039,0.0026676400159590533,12,"[0.01660631 0.01405034 0.03422133 0.01220965 0.01273608 0.01645208
 0.01454737 0.016224   0.02133325 0.01399688 0.8175116  0.01011111]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.009029,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
304,304,iDR,True,0.046549885599293454,0.0026659580760427966,12,"[0.01661695 0.01405933 0.03424325 0.01221747 0.01274424 0.01646262
 0.01455669 0.01623439 0.0207065  0.01400584 0.81803514 0.01011759]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,86,0.009014,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
305,305,iDR,True,0.04644742261776582,0.0026662906199589297,12,"[0.01662304 0.01406449 0.03425581 0.01185529 0.01274891 0.01646865
 0.01456203 0.01624034 0.02071409 0.01401097 0.81833508 0.0101213 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.009703,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
306,306,iDR,True,0.046344960256120574,0.0026673326782391225,12,"[0.01663031 0.01407064 0.03427078 0.01186047 0.01275448 0.01647585
 0.01413134 0.01624744 0.02072315 0.0140171  0.81869273 0.01012572]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,97,0.009544,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
307,307,iDR,True,0.046242544198658496,0.002666837869761926,12,"[0.01663667 0.01407602 0.0342839  0.01186501 0.01237659 0.01648216
 0.01413675 0.01625366 0.02073108 0.01402246 0.81900611 0.01012959]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.009347,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
308,308,iDR,True,0.04614012495853898,0.0026679476440320603,12,"[0.01664479 0.01408289 0.03430062 0.0118708  0.01238262 0.0164902
 0.01414364 0.01577374 0.02074119 0.0140293  0.81940566 0.01013454]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.009322,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
309,309,iDR,True,0.04603910057487016,0.0026691983586630648,12,"[0.01665303 0.01408986 0.0343176  0.01187668 0.01238875 0.01600341
 0.01415064 0.01578155 0.02075146 0.01403625 0.81981123 0.01013955]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,88,0.009126,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
310,310,iDR,True,0.04593792724784444,0.0026607518559737518,12,"[0.01667019 0.01410438 0.03332238 0.01188892 0.01240152 0.0160199
 0.01416523 0.01579781 0.02077284 0.01405071 0.82065612 0.01015   ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.00921,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
311,311,iDR,True,0.045836779245191556,0.002659993192230399,12,"[0.01617817 0.01411144 0.03333905 0.01189487 0.01240772 0.01602792
 0.01417232 0.01580572 0.02078324 0.01405774 0.82106674 0.01015508]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,84,0.009235,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
312,312,iDR,True,0.045736003992448614,0.002659976734858198,12,"[0.016185   0.01411739 0.03335312 0.01189988 0.01241296 0.01603468
 0.0141783  0.01581238 0.02079201 0.01364176 0.82141315 0.01015937]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.009107,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
313,313,iDR,True,0.045635542868751815,0.002658332710530969,12,"[0.0161951  0.0141262  0.03337393 0.01190731 0.01242071 0.01604469
 0.01418714 0.01582225 0.02018083 0.01365028 0.82192584 0.01016571]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,90,0.008996,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
314,314,iDR,True,0.04553505976971692,0.0026593445424563534,12,"[0.016202   0.01413222 0.03338814 0.01191238 0.012426   0.01605152
 0.01376739 0.01582899 0.02018943 0.01365609 0.82227581 0.01017003]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.009051,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
315,315,iDR,True,0.04543457423546809,0.0026596664149348176,12,"[0.01620779 0.01413727 0.03340008 0.01155914 0.01243044 0.01605726
 0.01377231 0.01583465 0.02019664 0.01366097 0.82256977 0.01017367]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,95,0.009186,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
316,316,iDR,True,0.04533421026894363,0.0026591813225431524,12,"[0.01621384 0.01414254 0.03341254 0.01156345 0.01206202 0.01606325
 0.01377745 0.01584056 0.02020418 0.01366607 0.82287663 0.01017747]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,89,0.008559,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
317,317,iDR,True,0.04523380220239088,0.002660259237242769,12,"[0.01622155 0.01414927 0.03342843 0.01156895 0.01206776 0.01607088
 0.013784   0.01537265 0.02021379 0.01367257 0.82326787 0.0101823 ]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.008532,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
318,318,iDR,True,0.0451340829959029,0.0026520228304368764,12,"[0.01623783 0.01416347 0.03245812 0.01158057 0.01207987 0.01608702
 0.01379784 0.01538808 0.02023408 0.01368629 0.82409431 0.01019253]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,93,0.008506,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
319,319,iDR,True,0.04503469166952449,0.0026532352615747956,12,"[0.01624567 0.01417031 0.0324738  0.01158616 0.01208571 0.01561194
 0.0138045  0.01539551 0.02024385 0.0136929  0.82449222 0.01019745]",[ 1  2  4  5 14 15 16 17 18 20 27 28],100,92,0.008476,1000,100,0.03,0.002,1,10,15,iDR,best,3,best
