iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,selection_strategy,tag,X,Z,gls_iter,gls_improve
0,iDR,False,0.035132,0.0010017641644790001,7,7,1000,242,0.558291,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",28,False
1,iDR,False,0.035132,0.0010017641644790001,7,7,1000,236,0.553714,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",28,False
2,iDR,False,0.035132,0.0010017641644790001,7,7,1000,220,0.597924,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",28,False
3,iDR,False,0.035132,0.0010017641644790001,7,7,1000,283,0.597207,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",28,False
4,iDR,False,0.035132,0.0010017641644790001,7,7,1000,227,0.553032,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",28,False
5,iDR,False,0.035132,0.0010017641644790001,7,7,1000,239,0.553601,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",28,False
6,iDR,False,0.035132,0.0010017641644790001,7,7,1000,261,0.559053,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",28,False
7,iDR,False,0.035132,0.0010017641644790001,7,7,1000,260,0.556142,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",28,False
8,iDR,False,0.035132,0.0010017641644790001,7,7,1000,256,0.552812,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",28,False
9,iDR,False,0.035132,0.0010017641644790001,7,7,1000,239,0.544799,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",28,False
10,iDR,False,0.035132,0.0010017641644790001,7,7,1000,255,0.570333,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",28,False
0,iDR,False,0.035663,0.0010017641644790001,7,7,1000,264,0.586694,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",29,False
1,iDR,False,0.035663,0.0010017641644790001,7,7,1000,262,0.575299,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",29,False
2,iDR,False,0.035663,0.0010017641644790001,7,7,1000,254,0.5531,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",29,False
3,iDR,False,0.035663,0.0010017641644790001,7,7,1000,227,0.558876,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",29,False
4,iDR,False,0.035663,0.0010017641644790001,7,7,1000,232,0.569067,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",29,False
5,iDR,False,0.035663,0.0010017641644790001,7,7,1000,240,0.540403,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",29,False
6,iDR,False,0.035663,0.0010017641644790001,7,7,1000,226,0.555738,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",29,False
7,iDR,False,0.035663,0.0010017641644790001,7,7,1000,247,0.548643,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",29,False
8,iDR,False,0.035663,0.0010017641644790001,7,7,1000,236,0.568492,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",29,False
9,iDR,False,0.035663,0.0010017641644790001,7,7,1000,238,0.536843,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",29,False
10,iDR,False,0.035663,0.0010017641644790001,7,7,1000,214,0.5466,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",29,False
0,iDR,False,0.036211,0.0010017641644790001,7,7,1000,217,0.557811,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",30,False
1,iDR,False,0.036211,0.0010017641644790001,7,7,1000,247,0.542445,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",30,False
2,iDR,False,0.036211,0.0010017641644790001,7,7,1000,241,0.549026,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",30,False
3,iDR,False,0.036211,0.0010017641644790001,7,7,1000,233,0.530944,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",30,False
4,iDR,False,0.036211,0.0010017641644790001,7,7,1000,226,0.528983,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",30,False
5,iDR,False,0.036211,0.0010017641644790001,7,7,1000,228,0.55264,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",30,False
6,iDR,False,0.036211,0.0010017641644790001,7,7,1000,248,0.537674,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",30,False
7,iDR,False,0.036211,0.0010017641644790001,7,7,1000,243,0.550277,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",30,False
8,iDR,False,0.036211,0.0010017641644790001,7,7,1000,226,0.566963,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",30,False
9,iDR,False,0.036211,0.0010017641644790001,7,7,1000,235,0.559167,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",30,False
10,iDR,False,0.036211,0.0010017641644790001,7,7,1000,223,0.586372,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",30,False
0,TID,True,0.036596,0.0010021841644790002,7,7,1000,229,0.552258,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",31,False
1,iDR,False,0.036596,0.0010021841644790002,7,7,1000,249,0.563974,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",31,False
2,iDR,False,0.036596,0.0010021841644790002,7,7,1000,242,0.547248,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",31,False
3,iDR,False,0.036596,0.0010021841644790002,7,7,1000,233,0.545266,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",31,False
4,iDR,False,0.036596,0.0010021841644790002,7,7,1000,245,0.536769,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",31,False
5,iDR,False,0.036596,0.0010021841644790002,7,7,1000,266,0.541006,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",31,False
6,iDR,False,0.036596,0.0010021841644790002,7,7,1000,234,0.526703,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",31,False
7,iDR,False,0.036596,0.0010021841644790002,7,7,1000,232,0.519949,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",31,False
8,iDR,False,0.036596,0.0010021841644790002,7,7,1000,231,0.550062,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",31,False
9,iDR,False,0.036596,0.0010021841644790002,7,7,1000,249,0.570579,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",31,False
10,iDR,False,0.036596,0.0010021841644790002,7,7,1000,233,0.553007,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",31,False
11,iDR,False,0.036596,0.0010021841644790002,7,7,1000,264,0.550303,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",31,False
0,TID,True,0.033627,0.0010017641644790001,7,7,1000,254,0.523403,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",32,False
1,iDR,False,0.033627,0.0010017641644790001,7,7,1000,246,0.543769,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",32,False
2,iDR,False,0.033627,0.0010017641644790001,7,7,1000,239,0.53689,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",32,False
3,iDR,False,0.033627,0.0010017641644790001,7,7,1000,219,0.529929,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",32,False
4,iDR,False,0.033627,0.0010017641644790001,7,7,1000,226,0.5224,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",32,False
5,iDR,False,0.033627,0.0010017641644790001,7,7,1000,228,0.518509,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",32,False
6,iDR,False,0.033627,0.0010017641644790001,7,7,1000,247,0.529024,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",32,False
7,iDR,False,0.033627,0.0010017641644790001,7,7,1000,231,0.536855,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",32,False
8,iDR,False,0.033627,0.0010017641644790001,7,7,1000,242,0.534434,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",32,False
9,iDR,False,0.033627,0.0010017641644790001,7,7,1000,248,0.596719,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",32,False
10,iDR,False,0.033627,0.0010017641644790001,7,7,1000,260,0.571286,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",32,False
11,iDR,False,0.033627,0.0010017641644790001,7,7,1000,267,0.530372,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",32,False
0,iDR,False,0.033627,0.0010017641644790001,7,7,1000,239,0.528465,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",33,False
1,iDR,False,0.033627,0.0010017641644790001,7,7,1000,235,0.522182,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",33,False
2,iDR,False,0.033627,0.0010017641644790001,7,7,1000,256,0.51508,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",33,False
3,iDR,False,0.033627,0.0010017641644790001,7,7,1000,225,0.510508,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",33,False
4,iDR,False,0.033627,0.0010017641644790001,7,7,1000,243,0.535136,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",33,False
5,iDR,False,0.033627,0.0010017641644790001,7,7,1000,240,0.525801,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",33,False
6,iDR,False,0.033627,0.0010017641644790001,7,7,1000,266,0.522234,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",33,False
7,iDR,False,0.033627,0.0010017641644790001,7,7,1000,242,0.510447,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",33,False
8,iDR,False,0.033627,0.0010017641644790001,7,7,1000,212,0.51267,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",33,False
9,iDR,False,0.033627,0.0010017641644790001,7,7,1000,235,0.515332,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",33,False
10,iDR,False,0.033627,0.0010017641644790001,7,7,1000,245,0.51181,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",33,False
0,iDR,False,0.034114,0.0010017641644790001,7,7,1000,256,0.529494,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",34,False
1,iDR,False,0.034114,0.0010017641644790001,7,7,1000,249,0.506273,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",34,False
2,iDR,False,0.034114,0.0010017641644790001,7,7,1000,253,0.509443,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",34,False
3,iDR,False,0.034114,0.0010017641644790001,7,7,1000,229,0.552676,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",34,False
4,iDR,False,0.034114,0.0010017641644790001,7,7,1000,247,0.520795,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",34,False
5,iDR,False,0.034114,0.0010017641644790001,7,7,1000,234,0.501685,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",34,False
6,iDR,False,0.034114,0.0010017641644790001,7,7,1000,246,0.515798,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",34,False
7,iDR,False,0.034114,0.0010017641644790001,7,7,1000,247,0.517313,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",34,False
8,iDR,False,0.034114,0.0010017641644790001,7,7,1000,244,0.514558,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",34,False
9,iDR,False,0.034114,0.0010017641644790001,7,7,1000,218,0.511322,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",34,False
10,iDR,False,0.034114,0.0010017641644790001,7,7,1000,234,0.498644,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",34,False
0,iDR,False,0.034616,0.0010017641644790001,7,7,1000,221,0.517566,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",35,False
1,iDR,False,0.034616,0.0010017641644790001,7,7,1000,251,0.502237,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",35,False
2,iDR,False,0.034616,0.0010017641644790001,7,7,1000,253,0.498304,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",35,False
3,iDR,False,0.034616,0.0010017641644790001,7,7,1000,237,0.492256,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",35,False
4,iDR,False,0.034616,0.0010017641644790001,7,7,1000,233,0.49085,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",35,False
5,iDR,False,0.034616,0.0010017641644790001,7,7,1000,253,0.499571,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",35,False
6,iDR,False,0.034616,0.0010017641644790001,7,7,1000,232,0.529196,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",35,False
7,iDR,False,0.034616,0.0010017641644790001,7,7,1000,228,0.50254,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",35,False
8,iDR,False,0.034616,0.0010017641644790001,7,7,1000,265,0.492787,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",35,False
