iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,selection_strategy,tag,X,Z,gls_iter,gls_improve
0,iDR,False,0.033627,0.0010017641644790001,7,7,1000,249,0.531822,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",49,False
1,iDR,False,0.033627,0.0010017641644790001,7,7,1000,213,0.540974,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",49,False
2,iDR,False,0.033627,0.0010017641644790001,7,7,1000,240,0.521194,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",49,False
3,iDR,False,0.033627,0.0010017641644790001,7,7,1000,230,0.505911,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",49,False
4,iDR,False,0.033627,0.0010017641644790001,7,7,1000,232,0.501408,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",49,False
5,iDR,False,0.033627,0.0010017641644790001,7,7,1000,251,0.50183,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",49,False
6,iDR,False,0.033627,0.0010017641644790001,7,7,1000,264,0.501015,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",49,False
7,iDR,False,0.033627,0.0010017641644790001,7,7,1000,262,0.497777,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",49,False
8,iDR,False,0.033627,0.0010017641644790001,7,7,1000,221,0.5136,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",49,False
9,iDR,False,0.033627,0.0010017641644790001,7,7,1000,249,0.495912,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",49,False
10,iDR,False,0.033627,0.0010017641644790001,7,7,1000,222,0.490083,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",49,False
0,iDR,False,0.034114,0.0010017641644790001,7,7,1000,240,0.507663,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",50,False
1,iDR,False,0.034114,0.0010017641644790001,7,7,1000,226,0.491067,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",50,False
2,iDR,False,0.034114,0.0010017641644790001,7,7,1000,231,0.495777,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",50,False
3,iDR,False,0.034114,0.0010017641644790001,7,7,1000,252,0.492225,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",50,False
4,iDR,False,0.034114,0.0010017641644790001,7,7,1000,253,0.508529,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",50,False
5,iDR,False,0.034114,0.0010017641644790001,7,7,1000,247,0.484746,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",50,False
6,iDR,False,0.034114,0.0010017641644790001,7,7,1000,216,0.48787,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",50,False
7,iDR,False,0.034114,0.0010017641644790001,7,7,1000,248,0.493701,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",50,False
8,iDR,False,0.034114,0.0010017641644790001,7,7,1000,235,0.499301,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",50,False
9,iDR,False,0.034114,0.0010017641644790001,7,7,1000,252,0.509206,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",50,False
10,iDR,False,0.034114,0.0010017641644790001,7,7,1000,233,0.515671,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",50,False
0,iDR,False,0.034616,0.0010017641644790001,7,7,1000,210,0.502272,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",51,False
1,iDR,False,0.034616,0.0010017641644790001,7,7,1000,237,0.521393,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",51,False
2,iDR,False,0.034616,0.0010017641644790001,7,7,1000,257,0.50492,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",51,False
3,iDR,False,0.034616,0.0010017641644790001,7,7,1000,230,0.511165,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",51,False
4,iDR,False,0.034616,0.0010017641644790001,7,7,1000,224,0.526049,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",51,False
5,iDR,False,0.034616,0.0010017641644790001,7,7,1000,246,0.4933,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",51,False
6,iDR,False,0.034616,0.0010017641644790001,7,7,1000,241,0.491359,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",51,False
7,iDR,False,0.034616,0.0010017641644790001,7,7,1000,228,0.490467,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",51,False
8,iDR,False,0.034616,0.0010017641644790001,7,7,1000,225,0.500445,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",51,False
9,iDR,False,0.034616,0.0010017641644790001,7,7,1000,246,0.522246,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",51,False
10,iDR,False,0.034616,0.0010017641644790001,7,7,1000,241,0.514659,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",51,False
0,iDR,False,0.035132,0.0010017641644790001,7,7,1000,251,0.50325,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",52,False
1,iDR,False,0.035132,0.0010017641644790001,7,7,1000,257,0.51301,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",52,False
2,iDR,False,0.035132,0.0010017641644790001,7,7,1000,266,0.522479,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",52,False
3,iDR,False,0.035132,0.0010017641644790001,7,7,1000,271,0.5118,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",52,False
4,iDR,False,0.035132,0.0010017641644790001,7,7,1000,229,0.552459,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",52,False
5,iDR,False,0.035132,0.0010017641644790001,7,7,1000,244,0.525317,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",52,False
6,iDR,False,0.035132,0.0010017641644790001,7,7,1000,254,0.567568,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",52,False
7,iDR,False,0.035132,0.0010017641644790001,7,7,1000,240,0.548377,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",52,False
8,iDR,False,0.035132,0.0010017641644790001,7,7,1000,235,0.536491,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",52,False
9,iDR,False,0.035132,0.0010017641644790001,7,7,1000,243,0.555852,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",52,False
10,iDR,False,0.035132,0.0010017641644790001,7,7,1000,249,0.542067,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",52,False
0,iDR,False,0.035663,0.0010017641644790001,7,7,1000,262,0.550829,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",53,False
1,iDR,False,0.035663,0.0010017641644790001,7,7,1000,243,0.552794,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",53,False
2,iDR,False,0.035663,0.0010017641644790001,7,7,1000,226,0.537395,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",53,False
3,iDR,False,0.035663,0.0010017641644790001,7,7,1000,235,0.500877,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",53,False
4,iDR,False,0.035663,0.0010017641644790001,7,7,1000,266,0.513405,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",53,False
5,iDR,False,0.035663,0.0010017641644790001,7,7,1000,226,0.503044,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",53,False
6,iDR,False,0.035663,0.0010017641644790001,7,7,1000,239,0.524793,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",53,False
7,iDR,False,0.035663,0.0010017641644790001,7,7,1000,248,0.522441,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",53,False
8,iDR,False,0.035663,0.0010017641644790001,7,7,1000,230,0.495748,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",53,False
9,iDR,False,0.035663,0.0010017641644790001,7,7,1000,224,0.512265,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",53,False
10,iDR,False,0.035663,0.0010017641644790001,7,7,1000,222,0.591228,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",53,False
0,iDR,False,0.036211,0.0010017641644790001,7,7,1000,236,0.503963,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",54,False
1,iDR,False,0.036211,0.0010017641644790001,7,7,1000,238,0.542781,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",54,False
2,iDR,False,0.036211,0.0010017641644790001,7,7,1000,216,0.510763,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",54,False
3,iDR,False,0.036211,0.0010017641644790001,7,7,1000,243,0.536134,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",54,False
4,iDR,False,0.036211,0.0010017641644790001,7,7,1000,242,0.522535,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",54,False
5,iDR,False,0.036211,0.0010017641644790001,7,7,1000,261,0.521228,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",54,False
6,iDR,False,0.036211,0.0010017641644790001,7,7,1000,233,0.50511,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",54,False
7,iDR,False,0.036211,0.0010017641644790001,7,7,1000,226,0.502386,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",54,False
8,iDR,False,0.036211,0.0010017641644790001,7,7,1000,231,0.501866,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",54,False
9,iDR,False,0.036211,0.0010017641644790001,7,7,1000,241,0.500722,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",54,False
10,iDR,False,0.036211,0.0010017641644790001,7,7,1000,239,0.515462,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",54,False
0,TID,True,0.036596,0.0010021841644790002,7,7,1000,239,0.502447,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",55,False
1,iDR,False,0.036596,0.0010021841644790002,7,7,1000,230,0.524643,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",55,False
2,iDR,False,0.036596,0.0010021841644790002,7,7,1000,233,0.549066,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",55,False
3,iDR,False,0.036596,0.0010021841644790002,7,7,1000,234,0.52737,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",55,False
4,iDR,False,0.036596,0.0010021841644790002,7,7,1000,226,0.535485,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",55,False
5,iDR,False,0.036596,0.0010021841644790002,7,7,1000,245,0.571099,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",55,False
6,iDR,False,0.036596,0.0010021841644790002,7,7,1000,263,0.559546,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",55,False
7,iDR,False,0.036596,0.0010021841644790002,7,7,1000,242,0.53448,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",55,False
8,iDR,False,0.036596,0.0010021841644790002,7,7,1000,220,0.54308,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",55,False
9,iDR,False,0.036596,0.0010021841644790002,7,7,1000,215,0.524794,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",55,False
10,iDR,False,0.036596,0.0010021841644790002,7,7,1000,238,0.528791,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",55,False
11,iDR,False,0.036596,0.0010021841644790002,7,7,1000,226,0.517359,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",55,False
0,TID,True,0.033627,0.0010017641644790001,7,7,1000,233,0.543844,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",56,False
1,iDR,False,0.033627,0.0010017641644790001,7,7,1000,241,0.571819,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",56,False
2,iDR,False,0.033627,0.0010017641644790001,7,7,1000,214,0.56794,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",56,False
3,iDR,False,0.033627,0.0010017641644790001,7,7,1000,211,0.589443,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",56,False
4,iDR,False,0.033627,0.0010017641644790001,7,7,1000,244,0.564742,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",56,False
5,iDR,False,0.033627,0.0010017641644790001,7,7,1000,217,0.534782,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",56,False
6,iDR,False,0.033627,0.0010017641644790001,7,7,1000,262,0.529665,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",56,False
7,iDR,False,0.033627,0.0010017641644790001,7,7,1000,226,0.592601,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",56,False
8,iDR,False,0.033627,0.0010017641644790001,7,7,1000,220,0.570024,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",56,False
9,iDR,False,0.033627,0.0010017641644790001,7,7,1000,235,0.574975,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",56,False
10,iDR,False,0.033627,0.0010017641644790001,7,7,1000,231,0.545235,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",56,False
11,iDR,False,0.033627,0.0010017641644790001,7,7,1000,262,0.548729,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",56,False
0,iDR,False,0.033627,0.0010017641644790001,7,7,1000,241,0.547099,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",57,False
1,iDR,False,0.033627,0.0010017641644790001,7,7,1000,228,0.540053,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",57,False
2,iDR,False,0.033627,0.0010017641644790001,7,7,1000,232,0.551411,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",57,False
3,iDR,False,0.033627,0.0010017641644790001,7,7,1000,234,0.577021,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",57,False
4,iDR,False,0.033627,0.0010017641644790001,7,7,1000,255,0.549899,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",57,False
5,iDR,False,0.033627,0.0010017641644790001,7,7,1000,239,0.592467,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",57,False
6,iDR,False,0.033627,0.0010017641644790001,7,7,1000,234,0.565417,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",57,False
